Comments,Sentiment
Go down any high street on a Friday night and people are pissed and pissing in the street. At least Amazon drivers have the courtesy to use bottles.,Negative
"Pretty bad working conditions at Amazon, apparently. Like all the big corporations they get away with far too much and it's no longer worth the subscription to me. Pretty shocking there is no age identification at Amazon especially in the current climate. Things are definitely not good for Amazon workers but their Prime customers aren't much better off nowadays. Amazon deliveries are left in the street and complaints get ignored. Amazon 'free to me' videos are either B Movies or old, and the Freeview listings - with adverts - are increasing. New series are slow to come online from Amazon, and it's now shuffling its music so it's become a radio app, in a practical sense. Amazon Prime’s next-day delivery claims are misleading. On top of it all, the Hollywood Woke content is ridiculous.",Negative
"WOW, such a talented spy is the WIG wearing fellow.
Fair play bruv 👏",Positive
I think it’s terrible checking if staff are thieves. They should be free to take what they want and not face these checks. The staff should also be provided with sofas whilst working and get a nice foot massage at the same time from management who should be grateful they’ve come to work. Drivers should be chauffeured and their vans should be equipped with airline style toilets. Workers should be paid whatever they choose and be able to go home at anytime they feel tired. This will definitely help the economy. Down with the rich and down with anyone who creates a business that creates work and customer benefits.,Positive
A delivery once every 3 minutes? If you deliver at 20 stops per hour or less the majority of routes will automatically timeout. Once you get to your first drop you will have about 8 hours of delivery time. Most residential routes are over 160 stops. You need to be doing at least 24/hour to finish on time.,Negative
"Knives ordered by very young children and having them arrived is absolutely 💯 disgusting. 
Unbelievable to the max.",Negative
TBF although you look like uncle fester and Boris Johnson had a lovechild you do have a point.. But Amazon have taken control whether we like it or not..,Positive
"That's horrifying that drivers are penalized if they need a comfort break!? I knew someone who worked in their warehouse, she said it was horrendous...within a month of her working there she lost a stone in weight. They are treated like robots.",Negative
government must be on the playlist otherwise why would they be getting away with it,Neutral
This is just brilliant 😂😂 the end part with the structure totally nailed it 🎉,Positive
"i work as driver and it's madness, i really hope this video blow up to change everything about this. and i am employed as contractor to not have any employee rights",Positive
This was great 😊,Positive
very good 😂😂,Positive
Amazon are taking the P**** glad i stopped using them some time ago.,Positive
Plenty of woke virtue signaling in the comments. Down with the rich as that will definitely help the economy!,Positive
Now THAT is what you call taking the p.........,Neutral
You can see Amazon is full of s……t,Positive
I love how the lawyer is bamboozled at the end 🤣,Positive
"Genius as always, massive respect… anyone else’s Alexa add that first knive order to their shopping basket tho? Mine did 😂",Positive
How many people making negative comments on here still buy from Amazon? (We’ll probably never know.),Negative
Just wow. This is Oobah's (and co.) best work yet imo..,Positive
Sorry to say … society is frightened of hard work. It’s not new to my generation. Now it’s a struggle to recruit and candidates want to name their terms and work at home on a laptop without travel or physical work. Amazon is a factory. Some staff do steal so security is important. Cameras? …. We are all filmed in every high street and many shops and public places. Not expecting a popularity vote!,Negative
